ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Genus,Family
pendauums,Pendau,,0.25,119.91666666666667,pend1242,ums,Celebic,Austronesian
padoepdo,Padoe,,2.3333333333333335,121.33333333333333,pado1242,pdo,Celebic,Austronesian
selayarsly,Selayar,,-6.0,120.5,sela1260,sly,South Sulawesi,Austronesian
begakidaandbj,Begak-Ida'an,,5.25,118.83333333333333,idaa1241,dbj,North Borneo,Austronesian
timugontih,Timugon,,5.0,116.0,timu1262,tih,North Borneo,Austronesian
kimaragangkqr,Kimaragang,,6.5,116.83333333333333,kima1244,kqr,North Borneo,Austronesian
tatanatxx,Tatana',,5.5,115.5,tata1257,txx,North Borneo,Austronesian
belaitbeg,Belait,,4.416666666666667,114.41666666666667,bela1260,beg,North Borneo,Austronesian
maanyanmhy,Ma'anyan,,-2.0,115.0,maan1238,mhy,Barito,Austronesian
bajauwestcoastbdr,Bajau (West Coast),,6.333333333333333,116.33333333333333,west2560,bdr,Sama-Bajaw,Austronesian
yakanyka,Yakan,,6.5,122.0,yaka1277,yka,Sama-Bajaw,Austronesian
lampungljp,Lampung,,-5.0,105.0,lamp1243,ljp,Lampungic,Austronesian
niasnia,Nias,,1.0,97.75,nias1242,nia,Northwest Sumatra-Barrier Islands,Austronesian
alasbtz,Alas,,3.6666666666666665,97.83333333333333,bata1292,btz,Northwest Sumatra-Barrier Islands,Austronesian
batakkarobtx,Batak (Karo),,3.25,98.25,bata1293,btx,Northwest Sumatra-Barrier Islands,Austronesian
gayogay,Gayo,,4.5,97.5,gayo1244,gay,Northwest Sumatra-Barrier Islands,Austronesian
moklenmkm,Moklen,,8.666666666666666,98.25,mokl1243,mkm,Moklen-Moken,Austronesian
mokenmwt,Moken,,12.0,98.0,moke1242,mwt,Moklen-Moken,Austronesian
sundanesesun,Sundanese,,-7.0,107.0,sund1252,sun,Malayo-Sumbawan,Austronesian
ibaniba,Iban,,2.0,113.0,iban1264,iba,Malayo-Sumbawan,Austronesian
minangkabaumin,Minangkabau,,-1.0,101.0,mina1268,min,Malayo-Sumbawan,Austronesian
indonesianind,Indonesian,,-0.0,106.0,indo1316,ind,Malayo-Sumbawan,Austronesian
manadonesexmm,Manadonese,,1.5,124.83333333333333,mala1481,xmm,Malayo-Sumbawan,Austronesian
acehneseace,Acehnese,,5.5,95.5,achi1257,ace,Malayo-Sumbawan,Austronesian
chameasterncjm,Cham (Eastern),,11.333333333333334,108.5,east2563,cjm,Malayo-Sumbawan,Austronesian
chamwesterncja,Cham (Western),,12.0,105.5,west2650,cja,Malayo-Sumbawan,Austronesian
buruagh,Buru,,-3.5,126.5,ngel1238,agh,Central Malayo-Polynesian,Austronesian
batuleybay,Batuley,,-5.75,134.78333333333333,batu1258,bay,Central Malayo-Polynesian,Austronesian
nuaulunxl,Nuaulu,,-3.25,129.16666666666666,sout2895,nxl,Central Malayo-Polynesian,Austronesian
paulohiplh,Paulohi,,-3.25,128.75,paul1238,plh,Central Malayo-Polynesian,Austronesian
selaruslu,Selaru,,-8.25,131.0,sela1259,slu,Central Malayo-Polynesian,Austronesian
lamaholotslp,Lamaholot,,-8.25,122.91666666666667,lama1277,slp,Central Malayo-Polynesian,Austronesian
tetuntet,Tetun,,-9.0,126.0,tetu1245,tet,Central Malayo-Polynesian,Austronesian
tetundilitet,Tetun Dili,,-8.583333333333334,125.58333333333333,tetu1246,tet,Central Malayo-Polynesian,Austronesian
tuguntzn,Tugun,,-7.716666666666667,126.75,tugu1245,tzn,Central Malayo-Polynesian,Austronesian
letilti,Leti,,-8.2,127.66666666666667,leti1246,lti,Central Malayo-Polynesian,Austronesian
manggaraimqy,Manggarai,,-8.5,120.33333333333333,mang1405,mqy,Central Malayo-Polynesian,Austronesian
keoxxk,Keo,,-8.833333333333334,121.25,keoo1238,xxk,Central Malayo-Polynesian,Austronesian
irarutuirh,Irarutu,,-3.0,133.5,irar1238,irh,South Halmahera - West New Guinea,Austronesian
tabamky,Taba,,0.0,127.5,east2440,mky,South Halmahera - West New Guinea,Austronesian
mormhz,Mor,,-2.95,135.75,morm1235,mhz,South Halmahera - West New Guinea,Austronesian
biakbhw,Biak,,-1.0,136.0,biak1248,bhw,South Halmahera - West New Guinea,Austronesian
ambaiamk,Ambai,,-1.8333333333333335,136.5,amba1265,amk,South Halmahera - West New Guinea,Austronesian
waremboriwsa,Warembori,,-1.6666666666666665,137.58333333333334,ware1253,wsa,South Halmahera - West New Guinea,Austronesian
yapeseyap,Yapese,,9.583333333333334,138.16666666666666,yape1248,yap,Yapese,Austronesian
maisinmbq,Maisin,,-9.5,149.16666666666666,mais1250,mbq,Oceanic,Austronesian
sobeisob,Sobei,,-1.9166666666666665,138.75,sobe1238,sob,Oceanic,Austronesian
tobatitti,Tobati,,-2.5833333333333335,140.66666666666666,toba1266,tti,Oceanic,Austronesian
aropsissanoaps,Arop-Sissano,,-3.0833333333333335,142.08333333333334,arop1242,aps,Oceanic,Austronesian
kairirukxa,Kairiru,,-3.3333333333333335,143.58333333333334,kair1263,kxa,Oceanic,Austronesian
takiatbc,Takia,,-4.666666666666667,146.0,taki1248,tbc,Oceanic,Austronesian
sioxsi,Sio,,-5.95,147.33333333333334,sioo1240,xsi,Oceanic,Austronesian
aroplokepapr,Arop-Lokep,,-5.383333333333334,147.05,arop1243,apr,Oceanic,Austronesian
awadbingbcu,Awad Bing,,-5.6,146.35,awad1244,bcu,Oceanic,Austronesian
maleumgl,Maleu,,-5.716666666666667,148.41666666666666,male1289,mgl,Oceanic,Austronesian
bariaibch,Bariai,,-5.5,148.66666666666666,bari1286,bch,Oceanic,Austronesian
lusikhl,Lusi,,-5.583333333333333,149.66666666666666,lusi1240,khl,Oceanic,Austronesian
kovekvc,Kove,,-5.583333333333333,149.63333333333333,kove1237,kvc,Oceanic,Austronesian
jabemjae,Jabêm,,-6.666666666666667,147.83333333333334,yabe1254,jae,Oceanic,Austronesian
bukawabuk,Bukawa,,-6.833333333333333,147.25,buga1250,buk,Oceanic,Austronesian
labulbu,Labu,,-6.75,146.91666666666666,labu1248,lbu,Oceanic,Austronesian
adzeraazr,Adzera,,-6.0,145.91666666666666,adze1241,azr,Oceanic,Austronesian
wamparlbq,Wampar,,-6.75,146.58333333333334,wamp1247,lbq,Oceanic,Austronesian
buangmaposbzh,Buang (Mapos),,-6.833333333333333,146.91666666666666,mapo1242,bzh,Oceanic,Austronesian
sudesttgo,Sudest,,-11.5,153.45,sude1239,tgo,Oceanic,Austronesian
dawawadww,Dawawa,,-10.083333333333334,150.0,dawa1242,dww,Oceanic,Austronesian
tawalatbo,Tawala,,-10.333333333333334,150.66666666666666,tawa1275,tbo,Oceanic,Austronesian
gumawanagvs,Gumawana,,-9.25,150.83333333333334,guma1254,gvs,Oceanic,Austronesian
koluwawaklx,Koluwawa,,-9.45,150.45,kolu1245,klx,Oceanic,Austronesian
idunaviv,Iduna,,-9.333333333333334,150.25,idun1242,viv,Oceanic,Austronesian
kilivilakij,Kilivila,,-8.5,151.08333333333334,kili1267,kij,Oceanic,Austronesian
mekeomek,Mekeo,,-8.333333333333334,146.5,meke1243,mek,Oceanic,Austronesian
rororro,Roro,,-8.75,146.58333333333334,waim1251,rro,Oceanic,Austronesian
alaalanrz,Ala'ala,,-8.916666666666666,146.75,lala1268,nrz,Oceanic,Austronesian
sinaugorosnc,Sinaugoro,,-9.833333333333334,147.83333333333334,sina1266,snc,Oceanic,Austronesian
balivitubbn,Bali-Vitu,,-4.9,149.11666666666667,unea1237,bbn,Oceanic,Austronesian
amaraaie,Amara,,-5.666666666666667,148.66666666666666,amar1272,aie,Oceanic,Austronesian
kaulongpss,Kaulong,,-6.166666666666667,149.66666666666666,kaul1240,pss,Oceanic,Austronesian
patpatargfk,Patpatar,,-3.75,152.5,patp1243,gfk,Oceanic,Austronesian
ramoaainarai,Ramoaaina,,-4.166666666666667,152.41666666666666,ramo1244,rai,Oceanic,Austronesian
tungaklcm,Tungak,,-2.55,150.25,tung1290,lcm,Oceanic,Austronesian
tigaktgc,Tigak,,-2.716666666666667,150.8,tiga1245,tgc,Oceanic,Austronesian
karainpapuanewguinealeu,Kara (in Papua New Guinea),,-2.8333333333333335,151.11666666666667,kara1486,leu,Oceanic,Austronesian
naliknal,Nalik,,-2.95,151.33333333333334,nali1244,nal,Oceanic,Austronesian
madakmmx,Madak,,-4.25,152.0,mada1285,mmx,Oceanic,Austronesian
wuvuluwuv,Wuvulu,,1.5,143.0,wuvu1239,wuv,Oceanic,Austronesian
seimatssg,Seimat,,1.5,144.5,seim1238,ssg,Oceanic,Austronesian
loniulos,Loniu,,-2.066666666666667,147.33333333333334,loni1238,los,Oceanic,Austronesian
kelesbc,Kele,,-2.0833333333333335,147.08333333333334,kele1258,sbc,Oceanic,Austronesian
haliahla,Halia,,-5.25,154.66666666666666,hali1244,hla,Oceanic,Austronesian
taiofsps,Taiof,,-5.533333333333333,154.63333333333333,sapo1253,sps,Oceanic,Austronesian
vinitirivmg,Vinitiri,,-4.283333333333333,152.0,mini1251,vmg,Oceanic,Austronesian
teoptio,Teop,,-5.666666666666667,155.0,teop1238,tio,Oceanic,Austronesian
sisiqa,Sisiqa,,-7.0,156.83333333333334,sisi1250,,Oceanic,Austronesian
rovianarug,Roviana,,-8.25,157.33333333333334,rovi1238,rug,Oceanic,Austronesian
hoavahoa,Hoava,,-8.083333333333334,157.5,hoav1238,hoa,Oceanic,Austronesian
kokotakkk,Kokota,,-8.0,159.13333333333333,koko1269,kkk,Oceanic,Austronesian
bumatkw,Buma,,-11.633333333333333,166.83333333333334,tean1237,tkw,Oceanic,Austronesian
anejomaty,Anejom,,-20.2,169.8,anei1239,aty,Oceanic,Austronesian
erromanganerg,Erromangan,,-18.833333333333332,169.16666666666666,siee1239,erg,Oceanic,Austronesian
lenakeltnl,Lenakel,,-19.45,169.25,lena1238,tnl,Oceanic,Austronesian
belepyly,Belep,,-19.75,163.66666666666666,nyal1254,yly,Oceanic,Austronesian
xaracuuane,Xârâcùù,,-21.666666666666668,166.0,xara1244,ane,Oceanic,Austronesian
iaaiiai,Iaai,,-20.416666666666668,166.58333333333334,iaai1238,iai,Oceanic,Austronesian
drehudhv,Drehu,,-21.0,167.25,dehu1237,dhv,Oceanic,Austronesian
kiribatigil,Kiribati,,1.3333333333333333,173.0,gilb1244,gil,Oceanic,Austronesian
kosraeankos,Kosraean,,5.3,163.0,kosr1238,kos,Oceanic,Austronesian
pingilapesepif,Pingilapese,,6.2,160.71666666666667,ping1243,pif,Oceanic,Austronesian
mokilesemkj,Mokilese,,6.666666666666667,159.75,moki1238,mkj,Oceanic,Austronesian
pohnpeianpon,Pohnpeian,,6.883333333333333,158.25,pohn1238,pon,Oceanic,Austronesian
woleaianwoe,Woleaian,,7.333333333333333,143.83333333333334,wole1240,woe,Oceanic,Austronesian
longgulgu,Longgu,,-9.75,160.66666666666666,long1395,lgu,Oceanic,Austronesian
walalgl,Wala,,-8.833333333333334,160.75,wala1266,lgl,Oceanic,Austronesian
kwaiokwd,Kwaio,,-8.95,161.0,kwai1243,kwd,Oceanic,Austronesian
arearealu,'Are'are,,-9.25,161.16666666666666,area1240,alu,Oceanic,Austronesian
avavatmv,Avava,,-16.25,167.5,temb1272,tmv,Oceanic,Austronesian
vinmavisvnm,Vinmavis,,-16.166666666666668,167.41666666666666,vinm1237,vnm,Oceanic,Austronesian
mwotlapmlv,Mwotlap,,-13.583333333333334,167.58333333333334,motl1237,mlv,Oceanic,Austronesian
ambaelolovolinortheastomb,Ambae (Lolovoli Northeast),,-15.416666666666666,167.83333333333334,east2443,omb,Oceanic,Austronesian
paamesepma,Paamese,,-16.5,168.25,paam1238,pma,Oceanic,Austronesian
arakiakr,Araki,,-15.666666666666666,166.91666666666666,arak1252,akr,Oceanic,Austronesian
tamambomla,Tamambo,,-15.666666666666666,167.16666666666666,malo1243,mla,Oceanic,Austronesian
nahavaqsns,Nahavaq,,-16.516666666666666,167.48333333333332,sout2857,sns,Oceanic,Austronesian
maveamkv,Mavea,,-30.0,167.21666666666667,mafe1237,mkv,Oceanic,Austronesian
unuaonu,Unua,,-16.3,167.58333333333334,unua1237,onu,Oceanic,Austronesian
portsandwichpsw,Port Sandwich,,-16.5,167.75,port1285,psw,Oceanic,Austronesian
daakakabpa,Daakaka,,-16.25,168.0,daka1243,bpa,Oceanic,Austronesian
lewolww,Lewo,,-16.75,168.33333333333334,lewo1242,lww,Oceanic,Austronesian
efatesoutherk,Efate (South),,-17.75,168.41666666666666,sout2856,erk,Oceanic,Austronesian
rotumanrtm,Rotuman,,-12.5,177.06666666666666,rotu1241,rtm,Oceanic,Austronesian
fijianfij,Fijian,,-17.833333333333332,178.0,fiji1243,fij,Oceanic,Austronesian
niueanniu,Niuean,,-19.05,-170.11666666666667,niue1239,niu,Oceanic,Austronesian
tuvaluantvl,Tuvaluan,,-8.5,179.16666666666666,tuva1244,tvl,Oceanic,Austronesian
ifiramelemxe,Ifira-Mele,,-17.75,168.25,mele1250,mxe,Oceanic,Austronesian
rapanuirap,Rapanui,,-27.116666666666667,-109.36666666666666,rapa1244,rap,Oceanic,Austronesian
maorimri,Maori,,-40.0,176.0,maor1246,mri,Oceanic,Austronesian
marquesanmrq,Marquesan,,-8.916666666666666,-140.08333333333334,nort2845,mrq,Oceanic,Austronesian
hawaiianhaw,Hawaiian,,19.583333333333332,-155.5,hawa1245,haw,Oceanic,Austronesian
foefoi,Foe,,-6.5,143.5,foii1241,foi,East Kutubu,Trans-New Guinea
fasufaa,Fasu,,-6.583333333333333,143.33333333333334,fasu1242,faa,Fasu,Trans-New Guinea
dunaduc,Duna,,-5.5,142.5,duna1248,duc,Duna,Trans-New Guinea
baruyabyr,Baruya,,-6.916666666666667,145.91666666666666,baru1267,byr,Angan,Trans-New Guinea
menyamcr,Menya,,-7.25,146.0,meny1245,mcr,Angan,Trans-New Guinea
oksapminopm,Oksapmin,,-5.166666666666667,142.16666666666666,oksa1245,opm,Oksapmin,Trans-New Guinea
borongksr,Borong,,-6.75,147.66666666666666,boro1279,ksr,Finisterre-Huon,Trans-New Guinea
selepetspl,Selepet,,-6.166666666666667,147.16666666666666,sele1250,spl,Finisterre-Huon,Trans-New Guinea
kombakpf,Komba,,-6.25,147.25,komb1273,kpf,Finisterre-Huon,Trans-New Guinea
nabaknaf,Nabak,,-6.416666666666667,147.0,naba1256,naf,Finisterre-Huon,Trans-New Guinea
iyonca,Iyo,,-5.833333333333333,146.16666666666666,iyoo1238,nca,Finisterre-Huon,Trans-New Guinea
rawarwo,Rawa,,-5.833333333333333,146.0,rawa1267,rwo,Finisterre-Huon,Trans-New Guinea
nankinannk,Nankina,,-5.783333333333333,146.45,nank1250,nnk,Finisterre-Huon,Trans-New Guinea
agarabiagd,Agarabi,,-6.166666666666667,146.0,agar1252,agd,Kainantu-Goroka,Trans-New Guinea
awaawa,Awa,,-6.666666666666667,145.75,awad1243,awa,Kainantu-Goroka,Trans-New Guinea
huaygr,Hua,,-6.333333333333333,145.33333333333334,huaa1250,ygr,Kainantu-Goroka,Trans-New Guinea
yagariaygr,Yagaria,,-6.333333333333333,145.41666666666666,yaga1260,ygr,Kainantu-Goroka,Trans-New Guinea
kanitekmu,Kanite,,-6.45,145.5,kani1286,kmu,Kainantu-Goroka,Trans-New Guinea
sianesnp,Siane,,-6.083333333333333,145.2,sian1257,snp,Kainantu-Goroka,Trans-New Guinea
forefor,Fore,,-6.75,145.5,fore1270,for,Kainantu-Goroka,Trans-New Guinea
golingvf,Golin,,-6.333333333333333,144.75,goli1247,gvf,Chimbu,Trans-New Guinea
saltyuisll,Salt-Yui,,-6.283333333333333,145.03333333333333,salt1242,sll,Chimbu,Trans-New Guinea
kumankue,Kuman,,-5.916666666666667,145.0,kuma1280,kue,Chimbu,Trans-New Guinea
domdoa,Dom,,-6.0,144.75,domm1246,doa,Chimbu,Trans-New Guinea
hulihui,Huli,,-6.0,143.0,huli1244,hui,Engan,Trans-New Guinea
kyakakyc,Kyaka,,-5.55,144.08333333333334,kyak1244,kyc,Engan,Trans-New Guinea
kewakew,Kewa,,-6.5,143.83333333333334,west2599,kew,Engan,Trans-New Guinea
asmatcns,Asmat,,-5.5,138.5,cent2117,cns,Asmat-Kamoro,Trans-New Guinea
korowaikhe,Korowai,,-5.25,140.0,koro1312,khe,Awju-Dumut,Trans-New Guinea
wambonwms,Wambon,,-5.5,140.41666666666666,wamb1259,wms,Awju-Dumut,Trans-New Guinea
kombaityn,Kombai,,-5.583333333333333,140.0,komb1274,tyn,Awju-Dumut,Trans-New Guinea
tifaltif,Tifal,,-5.0,141.33333333333334,tifa1245,tif,Ok,Trans-New Guinea
biminbhl,Bimin,,-5.333333333333333,142.0,bimi1240,bhl,Ok,Trans-New Guinea
mianmpt,Mian,,-4.75,141.5,mian1256,mpt,Ok,Trans-New Guinea
nggemnbq,Nggem,,-3.6666666666666665,138.08333333333334,ngge1241,nbq,Dani,Trans-New Guinea
kobonkpw,Kobon,,-5.166666666666667,144.33333333333334,kobo1249,kpw,Madang,Trans-New Guinea
nendanh,Nend,,-5.0,144.91666666666666,nend1239,anh,Madang,Trans-New Guinea
anamuxraimi,Anamuxra,,-4.666666666666667,145.0,anam1248,imi,Madang,Trans-New Guinea
siroissd,Siroi,,-5.5,146.0,siro1249,ssd,Madang,Trans-New Guinea
tauyatya,Tauya,,-5.75,145.33333333333334,tauy1241,tya,Madang,Trans-New Guinea
girawabbr,Girawa,,-5.416666666666667,145.41666666666666,gira1247,bbr,Madang,Trans-New Guinea
ameleaey,Amele,,-5.25,145.58333333333334,amel1241,aey,Madang,Trans-New Guinea
bargammlp,Bargam,,-4.866666666666667,145.75,barg1252,mlp,Madang,Trans-New Guinea
maiasks,Maia,,-4.25,145.08333333333334,maia1254,sks,Madang,Trans-New Guinea
mauwakemhl,Mauwake,,-4.5,145.33333333333334,mauw1238,mhl,Madang,Trans-New Guinea
usanwnu,Usan,,-4.833333333333333,145.16666666666666,usan1239,wnu,Madang,Trans-New Guinea
waskiawsk,Waskia,,-4.5,146.0,wask1241,wsk,Madang,Trans-New Guinea
yalekosarekkkl,Yale (Kosarek),,-4.083333333333333,139.5,kosa1249,kkl,Mek,Trans-New Guinea
unamtg,Una,,-4.666666666666667,140.0,unaa1239,mtg,Mek,Trans-New Guinea
eipoeip,Eipo,,-4.333333333333333,140.08333333333334,eipo1242,eip,Mek,Trans-New Guinea
guhusamaneghs,Guhu-Samane,,-8.0,147.33333333333334,guhu1244,ghs,Binanderean,Trans-New Guinea
binanderebhg,Binandere,,-8.25,148.0,bina1277,bhg,Binanderean,Trans-New Guinea
orokaivaokv,Orokaiva,,-8.833333333333334,148.25,orok1269,okv,Binanderean,Trans-New Guinea
korafekpr,Korafe,,-9.0,149.08333333333334,kora1294,kpr,Binanderean,Trans-New Guinea
kunimaipakup,Kunimaipa,,-8.0,146.83333333333334,kuni1267,kup,Goilalan,Trans-New Guinea
mairasizrs,Mairasi,,-3.5,134.0,nucl1594,zrs,Mairasi,Mairasi
koitakqi,Koita,,-9.333333333333334,147.08333333333334,koit1244,kqi,Koiarian,Koiarian
koiarikbk,Koiari,,-9.5,147.33333333333334,gras1249,kbk,Koiarian,Koiarian
koialimountainkpx,Koiali (Mountain),,-9.0,147.5,moun1252,kpx,Koiarian,Koiarian
baraibbb,Barai,,-9.333333333333334,148.08333333333334,nucl1630,bbb,Koiarian,Koiarian
omieaom,Ömie,,-9.0,148.0,omie1241,aom,Koiarian,Koiarian
makasaemkz,Makasae,,-8.666666666666666,126.5,maka1316,mkz,Makasae-Fataluku-Oirata,Timor-Alor-Pantar
fatalukuddg,Fataluku,,-8.5,127.08333333333333,fata1247,ddg,Makasae-Fataluku-Oirata,Timor-Alor-Pantar
woisikawoi,Woisika,,-8.25,124.83333333333333,kama1365,woi,Greater Alor,Timor-Alor-Pantar
abuiabz,Abui,,-8.25,124.66666666666667,abui1241,abz,Greater Alor,Timor-Alor-Pantar
klonkyo,Klon,,-8.416666666666666,124.41666666666667,kelo1247,kyo,Greater Alor,Timor-Alor-Pantar
adangadn,Adang,,-8.2,124.0,adan1251,adn,Greater Alor,Timor-Alor-Pantar
teiwatwe,Teiwa,,-8.416666666666666,124.11666666666666,teiw1235,twe,East Pantar,Timor-Alor-Pantar
edoloetr,Edolo,,-6.166666666666667,142.66666666666666,edol1239,etr,Bosavi,Bosavi
odoodeekkc,Odoodee,,-6.583333333333333,142.5,odoo1238,kkc,East Strickland,East Strickland
inanwatanszp,Inanwatan,,-2.0,132.0,suab1238,szp,South Bird's Head,South Bird’s Head
sentaniset,Sentani,,-2.5833333333333335,140.58333333333334,nucl1632,set,Sentani,Sentani
isirawasrl,Isirawa,,-1.8333333333333335,138.5,isir1237,srl,Kwerba,Kwerba
yarebayrb,Yareba,,-9.5,148.5,yare1248,yrb,Yareban,Yareban
dagadgz,Daga,,-10.0,149.33333333333334,daga1275,dgz,Dagan,Dagan
pawaianpwa,Pawaian,,-7.0,145.08333333333334,pawa1255,pwa,Pawaian,Pawaian
rumuklq,Rumu,,-7.166666666666667,144.25,rumu1243,klq,Turama-Kikorian,Turama-Kikorian
kakiaetbd,Kaki Ae,,-8.0,145.83333333333334,kaki1249,tbd,Tate,Eleman
kiwaisouthernkjd,Kiwai (Southern),,-8.0,143.5,sout2949,kjd,Kiwaian,Kiwaian
meryammirulk,Meryam Mir,,-9.916666666666666,144.08333333333334,meri1244,ulk,Eastern Trans-Fly,Eastern Trans-Fly
anggoragg,Anggor,,-3.75,141.16666666666666,ango1254,agg,Senagi,Senagi
amanabamn,Amanab,,-3.5833333333333335,141.25,aman1265,amn,Border,Border
wariswrs,Waris,,-3.1666666666666665,141.0,wari1266,wrs,Border,Border
imondaimn,Imonda,,-3.3333333333333335,141.16666666666666,imon1245,imn,Border,Border
nimborannir,Nimboran,,-2.5,140.16666666666666,nucl1633,nir,Nimboran,Nimboran
abunkgr,Abun,,-0.5,132.5,abun1252,kgr,Abun,Abun
maybratayz,Maybrat,,-1.3333333333333333,132.5,maib1239,ayz,Maybrat,Maybrat
hatamhad,Hatam,,-1.0,134.0,hata1243,had,Hatam-Mansim,Hatam
mpurakc,Mpur,,-0.75,133.25,mpur1239,akc,Mpur,Mpur
ternatetft,Ternate,,0.8333333333333334,127.25,tern1247,tft,North Halmaheran,West Papuan
tidoretvo,Tidore,,0.75,127.5,tido1248,tvo,North Halmaheran,West Papuan
sahusaj,Sahu,,1.1666666666666667,127.0,sahu1245,saj,North Halmaheran,West Papuan
pagupgu,Pagu,,1.25,127.75,pagu1249,pgu,North Halmaheran,West Papuan
westmakianmqs,West Makian,,0.5,127.58333333333333,west2600,mqs,North Halmaheran,West Papuan
skouskv,Skou,,-2.5833333333333335,140.91666666666666,nucl1634,skv,Western Skou,Skou
wutungwut,Wutung,,-2.6666666666666665,141.08333333333334,wutu1244,wut,Western Skou,Skou
isakaksi,I'saka,,-2.8333333333333335,141.28333333333333,kris1246,ksi,Krisa,Skou
pokoraworwa,Poko-Rawo,,-2.8333333333333335,141.58333333333334,rawo1244,rwa,Serra Hills,Skou
barupuwra,Barupu,,-3.0833333333333335,142.08333333333334,wara1302,wra,Warapu,Skou
meyahmej,Meyah,,-0.5,133.5,meya1236,mej,East Bird's Head,East Bird's Head
moskonamtj,Moskona,,-1.5,133.0,mosk1236,mtj,East Bird's Head,East Bird's Head
urimuri,Urim,,-3.5833333333333335,142.66666666666666,urim1252,uri,Urim,Torricelli
auavt,Au,,-3.5833333333333335,142.08333333333334,auuu1241,avt,Wapei-Palei,Torricelli
yeriyev,Yeri,,-3.5,142.41666666666666,yapu1240,yev,Wapei-Palei,Torricelli
walmanvan,Walman,,-3.216666666666667,142.5,valm1241,van,Wapei-Palei,Torricelli
uraturt,Urat,,-3.6666666666666665,142.83333333333334,urat1244,urt,Kombio-Arapesh,Torricelli
kombioxbi,Kombio,,-3.5,142.75,komb1272,xbi,Kombio-Arapesh,Torricelli
arapeshmountainape,Arapesh (Mountain),,-3.5,143.16666666666666,buki1249,ape,Kombio-Arapesh,Torricelli
arapeshabuaah,Arapesh (Abu),,-3.45,142.95,abua1245,aah,Kombio-Arapesh,Torricelli
kamasaukms,Kamasau,,-3.9166666666666665,143.66666666666666,kama1367,kms,Marienberg,Torricelli
monumbomxk,Monumbo,,-4.25,145.0,nucl1458,mxk,Monumbo,Torricelli
gapungpn,Gapun,,-4.083333333333333,144.5,taia1239,gpn,Gapun,Gapun
abauaau,Abau,,-4.0,141.25,abau1245,aau,Abau,Sepik
awtuwkmn,Awtuw,,-3.5833333333333335,142.0,awtu1239,kmn,Ram,Sepik
